IAUNAME,PID,AID
J092939.42+074935.3,28,0
J083046.35+361459.9,27,0
J083218.51+360059.2,34,0
J083129.38+354843.3,50,0
J085751.63+393638.3,32,0
J091141.94+402135.0,25,0
J091507.50+412201.3,29,0
J091117.28+423958.1,36,0
J091330.16+424250.3,6,1
J091632.28+424622.6,32,0
J093542.79+442241.1,44,0
J094631.42+454226.6,43,0
J094540.98+454119.1,34,0
J080206.48+251309.4,35,0
J081231.22+280959.8,34,0
J081031.06+273547.6,23,0
J082839.68+302246.9,31,0
J082952.85+302714.8,28,0
J083016.10+295216.0,33,0
J083140.38+313629.1,37,0
J083657.21+311304.2,30,0
J083938.18+310928.9,18,0
J084038.60+315407.1,31,0
J085140.13+335428.0,44,0
J091700.08+382422.8,19,0
J093242.40+384413.0,36,0
J094146.10+391630.7,30,0
J094221.97+403439.9,25,0
J094941.21+420317.6,28,1
J094745.02+405242.7,33,0
J095142.53+415420.0,24,0
J095538.92+414320.8,34,0
J095503.45+412347.0,26,0
J100333.56+424126.9,27,0
J101259.11+432243.6,26,0
J110034.77+083146.8,32,0
J105941.09+090400.9,37,0
J105833.32+090859.9,32,0
J105902.88+094558.8,40,0
J105907.71+092304.4,32,0
J110058.41+100247.1,27,0
J110514.15+101721.2,23,0
J111232.91+083923.8,29,0
J111252.70+083511.0,22,0
J111037.80+100738.3,12,1
J111017.66+101519.9,30,0
J111021.81+094449.8,29,0
J111656.99+083231.9,21,0
J111936.12+101140.7,23,0
J112643.28+085436.1,25,0
J112422.38+094714.3,22,0
J114037.27+090631.1,19,0
J114133.96+094402.4,13,0
J114125.98+093725.3,27,0
J113347.66+090415.5,31,0
J113930.95+105518.1,21,0
J113954.23+104014.8,20,0
J114101.79+102821.2,29,0
J114544.10+100038.5,16,0
J114159.02+093604.8,20,0
J113956.60+104229.4,19,0
J113914.17+103528.0,27,0
J114151.75+105025.4,34,0
J114200.42+105010.1,22,0
J114157.87+110451.6,8,0
J114740.24+103207.9,18,0
J115433.28+085202.7,15,0
J115219.74+084824.8,17,2
J115147.94+102300.6,33,0
J115434.49+104422.9,25,0
J115408.74+104409.4,33,0
J115547.14+110925.2,27,0
J115710.44+110804.8,24,1
J115737.06+093126.8,20,0
J120003.74+104556.2,28,0
J115933.37+103438.0,36,0
J120153.79+103946.7,34,0
J121209.49+091943.3,8,0
J120723.46+093615.9,36,0
J120757.88+093950.6,36,0
J122131.87+090059.9,34,0
J121641.45+094156.0,28,0
J121535.51+105816.6,28,0
J122728.17+091923.1,42,0
J122643.87+105038.0,33,0
J123257.34+110138.4,25,0
J123738.99+101159.4,28,0
J094142.64+064710.8,22,0
J094245.34+080654.2,23,0
J094933.18+084128.3,29,0
J095400.59+084638.7,32,0
J095938.80+080446.9,15,0
J100850.82+083315.1,17,0
J101252.26+081303.7,26,0
J101004.52+091314.1,16,0
J101520.25+090706.4,16,0
J101824.37+092956.0,33,0
J101856.48+092949.0,20,0
J101857.08+092424.7,12,0
J102116.46+091013.7,27,0
J102510.99+084456.3,0,0
J103235.82+080035.5,19,0
J102517.05+085512.0,21,0
J102538.66+090341.1,21,0
J103733.41+083950.1,28,0
J103905.43+091639.9,22,0
J104036.25+091806.9,41,0
J104059.82+095421.0,40,0
J034902.72-002108.6,37,0
J034717.11-005918.1,44,0
J035322.01+002036.8,23,0
J075153.83+214606.7,40,0
J082629.88+271212.5,25,0
J083501.88+290513.9,31,0
J083430.43+295859.9,28,0
J083643.69+291115.4,21,0
J084240.42+295053.2,43,0
J083951.16+300945.9,28,0
J084131.19+301324.9,37,0
J084759.11+303850.7,24,0
J084228.35+303729.8,45,0
J084649.71+312338.9,33,0
J085359.64+320056.9,35,0
J085618.72+320017.5,36,0
J090144.47+324619.4,34,0
J090440.94+331659.9,51,0
J090256.12+331947.9,36,0
J091615.55+344320.6,27,0
J092654.04+352327.3,25,0
J092133.37+342028.1,0,2
J092140.54+350418.5,22,0
J093248.25+355132.7,34,0
J093447.46+365409.2,31,0
J093433.52+373253.6,20,0
J094221.77+370327.8,27,0
J094320.90+382331.3,35,0
J094559.49+392000.5,26,1
J094546.45+390103.9,30,0
J095211.05+382307.0,29,0
J095148.90+375620.9,37,0
J095433.42+393038.7,25,0
J124046.80+485910.8,25,0
J124032.11+505449.9,21,0
J130249.17+495647.3,34,0
J130544.51+500150.7,27,0
J131324.92+484240.1,32,0
J131104.32+491926.5,34,0
J131346.71+491220.0,53,0
J132601.19+493534.6,31,0
J133952.79+474658.6,45,0
J133515.72+490940.2,20,0
J133325.09+483639.2,20,0
J133925.66+491703.2,23,0
J134218.01+490804.4,23,0
J140146.47+460504.9,36,0
J140747.23+471754.0,33,0
J141359.81+451848.1,35,0
J141914.41+464303.0,25,0
J141952.74+461832.1,24,0
J142218.16+460630.9,32,0
J144817.21+433336.1,44,0
J152141.98+393952.5,19,0
J151436.51+414124.6,30,0
J152653.55+391259.4,36,0
J152401.41+383616.1,37,0
J152108.26+394831.5,28,0
J152412.31+395700.1,38,0
J152442.19+404356.2,36,0
J153718.35+390106.4,42,0
J153708.76+384425.6,23,1
J081013.35+055316.0,53,0
J080840.02+054004.5,47,0
J080802.72+054710.5,43,0
J083552.89+060705.4,33,0
J083446.30+054826.5,37,0
J083046.56+064515.0,33,0
J091630.72+083621.3,28,0
J091453.49+082310.1,28,0
J092613.87+083259.2,25,0
J092803.22+084615.7,25,0
J093247.52+090236.5,20,0
J093218.28+091352.2,24,0
J093347.59+101555.9,27,0
J093201.98+094510.7,0,1
J093528.26+101831.7,36,0
J093503.68+100609.1,33,0
J093156.34+082729.4,23,0
J094658.43+085913.7,37,0
J094439.79+090226.2,25,0
J094044.76+094354.0,20,0
J095012.72+095752.4,39,0
J094756.85+091132.0,39,0
J095029.49+103756.8,21,0
J095347.04+103502.1,33,0
J100049.57+093905.0,33,0
J100208.12+104322.6,23,0
J100717.01+092843.7,41,0
J100557.96+111149.1,28,0
J100758.67+110745.0,25,0
J113707.83+564359.7,22,0
J113157.62+563932.2,12,0
J113118.08+562910.5,33,0
J113001.97+563250.5,20,0
J112745.82+564604.5,13,0
J112603.27+575454.6,31,0
J113529.38+571320.1,10,0
J113442.97+560406.8,30,0
J113018.95+554013.6,30,0
J112817.94+573308.8,41,0
J113505.11+574400.6,22,0
J113818.40+581100.7,21,0
J113929.84+574839.0,19,0
J113222.15+571604.3,24,0
J114427.94+582023.4,26,0
J114346.13+581607.7,20,0
J120047.13+561032.1,26,0
J120054.89+561010.8,31,0
J115951.89+562432.8,16,0
J115342.96+563438.4,17,0
J115135.49+564351.4,22,0
J120833.67+562728.5,26,0
J120926.79+574251.5,31,0
J121339.42+580305.9,23,0
J121052.94+564238.0,30,0
J121621.71+575451.3,37,0
J123213.20+564205.3,31,0
J125925.52+554316.6,15,0
J130444.67+574833.5,33,0
J130401.76+575516.1,31,0
J130946.02+560225.4,31,0
J131519.18+574151.5,18,0
J131754.52+572435.5,22,0
J132408.94+572030.2,25,0
J133013.49+573023.7,32,0
J134332.19+553513.6,22,0
J132952.63+570111.7,20,0
J133640.55+570625.6,24,0
J134346.82+553421.7,26,0
J134551.26+561602.4,23,1
J135334.01+561020.2,42,0
J135729.19+545342.0,1,1
J135734.30+550421.4,27,0
J135430.11+535852.0,33,0
J134923.88+560451.0,24,0
J135621.98+555436.8,46,0
J140527.03+551520.7,31,0
J140733.61+535858.5,28,0
J135539.38+543655.2,39,0
J140532.62+551840.8,30,0
J140746.21+552927.5,29,0
J140839.59+553440.7,27,0
J140841.37+553104.2,27,0
J141341.32+544727.9,22,0
J143310.45+524029.1,25,0
J143102.36+534109.1,48,0
J143405.39+534501.5,34,0
J143519.04+511739.7,15,0
J143135.12+523917.0,34,0
J143353.61+533519.4,32,0
J143323.40+524851.8,45,0
J150421.05+494004.0,27,0
J152038.59+484149.1,19,1
J151100.33+494308.1,16,0
J152359.24+462146.8,29,0
J152122.88+484224.8,10,1
J152159.69+483913.5,32,0
J152846.93+481006.8,23,0
J153305.03+451212.8,21,0
J153056.78+454935.9,28,0
J153124.15+471340.7,22,0
J153416.94+472335.1,33,0
J154603.85+443359.8,33,0
J154531.84+441450.7,37,0
J153943.64+443527.1,27,0
J154640.54+453151.4,43,0
J160057.63+413106.6,39,0
J162127.80+370534.2,43,0
J162255.60+375957.6,35,0
J164240.88+323751.4,41,0
J164119.10+331705.2,62,1
J164743.92+285912.6,51,0
J164043.33+295611.6,1,0
J165239.84+302322.3,43,0
J165120.98+314451.9,35,0
J133624.82+432330.7,31,0
J133409.03+423952.0,19,2
J133607.30+442536.3,21,0
J133629.98+435637.9,30,0
J133630.93+435106.8,34,0
J133733.30+442351.3,31,0
J133821.85+434529.8,37,0
J134426.47+422036.4,36,0
J135915.71+414335.7,36,0
J135848.73+432142.0,19,0
J141043.18+410913.1,20,0
J140630.98+412153.4,26,0
J140407.21+404749.5,26,0
J141730.88+420603.0,23,0
J142344.82+400945.4,19,0
J142111.92+401909.6,23,0
J141936.06+400948.9,41,0
J141625.95+405633.8,18,0
J141840.32+404744.7,21,0
J142618.43+410426.5,33,1
J143036.00+402413.7,29,0
J144331.59+375416.9,33,1
J145835.84+380245.5,34,0
J151024.57+360218.8,34,0
J150539.99+363603.7,36,0
J150840.96+370341.9,20,0
J151823.21+345900.8,21,2
J151322.20+360851.6,32,0
J151548.96+364634.5,32,0
J151918.09+361018.5,35,0
J153525.13+324446.1,21,1
J153731.51+334025.1,34,0
J153342.42+340727.4,9,3
J153832.88+340431.4,40,0
J100317.13+402330.4,27,0
J100251.44+402156.7,43,0
J101310.92+393722.9,28,0
J101158.08+394414.6,25,0
J102445.39+422410.0,26,0
J102409.76+420615.5,32,0
J103158.71+404549.2,17,0
J102302.98+402540.0,38,0
J103006.62+414046.0,27,0
J103301.41+401222.3,35,0
J103145.58+401347.5,35,0
J102741.34+421449.1,42,0
J103107.26+425349.7,28,0
J104443.08+413445.8,34,0
J104409.78+413015.0,22,0
J104212.59+413544.3,20,0
J104018.05+413211.1,27,0
J103948.89+412547.4,15,0
J105504.27+424255.8,26,0
J104925.48+431213.1,31,0
J104949.75+433810.5,44,0
J105400.51+442728.5,27,0
J105734.33+430303.8,23,0
J110734.63+421011.9,25,0
J110443.05+425720.3,32,0
J110200.00+430154.2,18,0
J110238.29+433442.7,40,0
J110005.63+430849.5,11,1
J110438.25+433921.1,18,0
J110854.52+440227.3,24,0
J110936.52+434148.1,36,0
J112051.21+431841.1,32,0
J110741.39+435429.0,33,0
J110809.14+442235.9,24,0
J112203.18+441547.6,35,0
J113629.99+441337.4,28,0
J113403.77+433455.7,43,0
J112942.48+440401.1,24,0
J112603.96+442703.6,37,0
J113514.32+450221.4,37,0
J114811.77+440456.2,35,0
J113745.79+451639.2,22,0
J114043.02+450524.4,38,0
J115617.28+435637.1,17,0
J115122.16+440323.1,25,0
J115442.65+443927.1,16,0
J120516.70+433026.4,29,0
J115958.06+434534.7,29,0
J115426.98+444103.6,22,0
J115949.52+461617.2,27,0
J120318.06+452656.7,27,0
J120050.00+460351.9,31,0
J120924.16+453410.9,30,0
J121646.64+440605.3,18,0
J121612.05+444205.6,24,0
J121331.30+442248.1,21,0
J121134.51+455106.3,34,0
J121221.19+453911.8,33,0
J122406.38+441130.2,26,0
J122419.96+435926.6,29,0
J121725.27+453352.6,39,0
J122524.46+461529.9,27,0
J122516.50+455943.0,43,0
J123705.05+442909.3,41,0
J123101.68+452348.5,26,0
J124530.84+452045.8,36,0
J125027.53+451507.5,26,0
J131013.56+435710.7,31,0
J125802.26+453207.7,24,0
J130019.40+450308.7,40,0
J130718.32+443701.7,44,1
J131924.47+434932.0,28,0
J131454.75+432101.2,32,0
J131849.12+425118.1,29,0
J134422.22+392927.6,30,0
J135501.22+390652.1,35,0
J135508.31+390124.2,23,0
J135214.23+395615.6,32,0
J135204.97+400257.2,26,0
J135442.25+394536.7,45,0
J140624.21+384745.6,32,0
J140356.75+392834.9,25,0
J140540.44+395654.4,30,0
J140700.18+392948.6,34,0
J140637.42+395817.1,19,0
J140656.34+392723.3,48,0
J140853.24+394946.9,32,0
J141053.45+401240.4,15,0
J141120.25+401342.1,26,0
J141414.03+395424.7,33,0
J142554.21+364810.0,28,0
J144147.17+371209.1,29,0
J144523.48+353626.8,23,1
J144813.12+352442.0,45,0
J150537.02+334104.1,43,0
J150502.97+351745.5,42,0
J150934.97+342120.3,43,0
J152003.75+324500.4,24,0
J151840.62+331849.9,33,0
J151724.12+331106.8,47,0
J151703.10+334226.5,24,0
J151722.87+333628.7,30,0
J151851.57+334316.0,23,0
J152005.94+332412.4,26,0
J152051.47+332503.3,29,0
J152149.38+333306.2,24,0
J152114.09+331407.0,28,0
J152439.53+324353.5,41,0
J152508.79+323116.3,27,0
J153005.61+323332.9,32,0
J153310.00+303427.9,45,0
J153241.06+303304.8,15,1
J153100.84+305050.2,37,0
J152718.54+323953.5,33,0
J152713.57+324039.3,31,0
J153917.16+304921.1,29,0
J154125.09+305614.2,37,0
J155154.21+280117.6,27,0
J154945.64+291205.4,18,0
J155513.51+285808.3,35,0
J155212.39+275709.8,35,0
J155504.83+281720.2,34,0
J155438.23+282345.7,27,0
J155804.41+284429.1,24,0
J160004.80+275447.7,47,0
J155756.25+270726.6,34,0
J160913.08+253254.4,35,0
J160616.04+271103.5,40,0
J142153.15+432358.3,23,0
J142848.96+433510.3,33,0
J143412.38+421046.3,42,0
J145213.07+405057.9,38,0
J144722.91+412254.0,27,0
J150833.15+393240.1,37,0
J151143.12+393551.9,36,0
J151358.49+391950.8,33,0
J151711.50+384043.3,38,0
J152949.96+360837.6,28,0
J153629.24+354545.9,40,0
J153636.88+352012.3,36,0
J153652.06+350358.8,51,0
J154135.89+354006.0,39,0
J155248.00+332117.1,49,0
J155237.48+340148.8,30,0
J155142.86+341302.4,37,0
J160648.01+300828.2,50,0
J160436.86+302942.6,30,1
J161228.09+292326.1,36,2
J161002.37+294537.9,59,0
J154836.24+361342.4,50,1
J154528.79+360759.9,47,0
J154455.61+360534.0,36,0
J154226.66+361953.6,27,0
J154358.95+363402.1,36,0
J155611.62+340907.9,40,0
J155412.44+350517.8,40,0
J155045.87+344205.7,25,0
J155520.52+361523.4,51,0
J160241.46+341340.2,9,0
J160449.56+332024.8,39,0
J160712.43+330248.8,33,0
J161407.48+304709.9,36,0
J161304.08+305812.5,35,0
J161347.23+311102.6,38,0
J164538.65+254203.3,42,0
J170125.82+202426.3,68,1
J100528.33+363904.6,29,0
J100507.08+373024.7,33,0
J100826.95+374502.8,33,0
J101835.47+393954.7,57,0
J102245.36+382658.7,33,0
J102446.28+391839.5,27,0
J102855.04+395340.9,29,0
J103034.78+384920.4,32,1
J103135.93+425336.0,24,0
J102247.82+441321.0,18,0
J103222.44+402924.2,38,0
J103241.67+401353.7,36,0
J103803.53+402205.5,28,0
J103929.55+440347.5,29,0
J103303.05+434217.0,32,0
J103614.09+403707.7,35,0
J103233.58+400621.4,28,1
J103715.81+402127.7,20,0
J104409.45+393803.0,30,0
J104514.86+390836.0,34,1
J104112.76+405221.2,31,1
J104001.83+401301.9,31,0
J104336.67+402852.6,33,1
J104243.61+402504.7,39,0
J104406.88+402029.4,59,0
J104928.77+405959.5,31,0
J105205.24+453539.0,38,0
J105140.26+455354.0,35,0
J105208.64+453953.4,21,0
J105525.20+392515.5,21,0
J105703.65+403527.9,30,0
J110044.67+450810.7,22,0
J105555.92+452005.7,25,0
J105356.87+463107.0,35,0
J105810.64+462335.3,19,0
J111203.98+404018.0,34,0
J111158.08+404826.7,28,0
J110807.64+401946.4,22,0
J111150.85+405101.4,21,0
J110511.22+404218.6,18,0
J110801.07+452327.9,54,0
J110539.40+460328.3,29,0
J110707.85+470306.9,10,0
J110617.78+461944.9,21,0
J110827.24+464559.0,27,1
J110746.79+464806.7,20,0
J111022.36+461505.6,23,0
J111426.00+473054.1,22,0
J111355.10+401824.8,27,0
J111425.52+404246.1,30,0
J111328.27+401502.0,30,0
J111311.51+401705.6,37,0
J111216.40+410019.3,32,0
J111146.13+405119.6,32,0
J111140.08+404545.3,36,0
J111128.17+405526.3,23,0
J111135.80+404226.3,33,0
J111134.04+405544.5,32,0
J111151.02+400510.7,23,0
J111027.48+415001.8,19,0
J111417.11+415919.2,1,0
J111529.68+413806.7,31,0
J112624.44+411809.9,40,0
J112338.39+410510.8,24,0
J111641.77+405318.7,21,0
J111530.70+412014.7,27,0
J111544.98+404144.8,27,0
J111845.07+422411.7,34,0
J111921.81+471732.2,30,3
J112529.89+470445.0,2705,0
J113600.22+473251.0,29,0
J113638.07+412107.1,17,0
J112754.66+414311.1,33,0
J112457.51+414357.8,44,0
J113508.65+421259.9,25,0
J114307.84+464547.6,34,0
J113830.66+480854.8,19,0
J114825.45+410932.7,27,0
J115752.76+464751.0,25,0
J115057.67+461706.4,31,0
J115126.24+480826.3,33,0
J115345.22+482521.0,27,0
J115317.31+475224.3,27,0
J115334.50+475459.6,20,0
J115738.35+483415.9,25,0
J115952.19+482950.1,41,0
J115922.15+411454.8,17,0
J115113.07+431500.9,27,0
J120352.68+413338.3,19,0
J120222.50+432025.4,44,0
J120546.37+425724.9,20,0
J120420.00+464657.4,35,0
J120354.32+482421.7,20,0
J120500.31+483356.5,29,0
J120512.84+482142.4,35,0
J120433.60+483411.0,28,0
J120617.21+484009.9,26,0
J122000.97+413658.8,42,0
J121055.86+411551.3,23,0
J121114.72+431645.1,29,0
J121423.97+423652.0,47,0
J121628.91+434846.8,10,0
J122628.97+470723.0,23,0
J122110.23+463800.5,46,0
J121753.58+471802.4,32,0
J121331.59+475826.3,24,0
J121447.33+473947.0,21,0
J122029.75+480428.8,28,0
J123200.59+420434.8,39,0
J122358.96+434959.8,27,0
J122523.00+425644.8,21,0
J122902.99+424509.4,32,0
J123243.98+423546.1,34,0
J123324.79+423854.8,33,0
J123355.02+472045.6,30,0
J123031.97+471642.7,9,0
J123007.67+470219.8,25,0
J122930.49+470128.7,33,0
J122651.33+472430.5,35,0
J123518.23+474337.1,37,0
J124024.26+413812.1,37,0
J123909.55+422148.0,29,0
J123242.71+432841.9,11,1
J123324.33+423814.6,37,0
J123803.71+472402.5,23,0
J124024.47+475816.8,28,0
J124210.47+421442.2,25,0
J124630.89+433750.2,18,0
J125246.78+431416.4,29,0
J125242.09+430501.6,32,0
J125347.53+462941.9,29,0
J125555.18+475546.6,39,0
J130507.20+405046.5,29,0
J130234.46+461558.9,27,0
J130956.41+470215.7,38,0
J131323.24+471607.3,32,0
J131147.63+404534.4,32,0
J131250.92+424118.6,0,0
J131549.21+462055.2,24,0
J131653.95+473142.5,30,0
J131654.33+465756.6,27,0
J132841.33+405850.3,35,0
J132547.33+405349.6,27,0
J132301.83+401205.1,26,0
J131831.00+422312.6,14,0
J132148.64+414040.4,28,0
J132452.70+450502.0,31,0
J133141.30+402600.5,28,1
J133111.91+395401.1,34,0
J133128.75+413523.4,30,0
J134201.45+445558.4,32,0
J134120.13+450054.4,24,1
J134040.88+441917.7,20,0
J133421.25+455255.9,43,0
J134310.09+462520.6,46,0
J134551.44+452411.9,33,0
J135158.85+461459.7,36,0
J135210.85+461458.3,40,0
J135904.25+452439.9,18,0
J220045.84-003328.5,43,0
J220630.59-000804.2,26,0
J232141.57-004835.9,27,0
J232456.93+005957.0,30,0
J233758.51-001347.6,40,0
J233143.29-011557.0,35,0
J232953.71+004724.4,16,0
J233305.72+001303.4,33,0
J233407.50+001344.0,38,0
J234227.81-002439.2,37,0
J234026.63-005939.9,15,0
J234417.70+004708.8,26,0
J234437.82+001040.5,49,0
J235655.36+004416.9,45,0
J235749.63+004112.0,34,0
J000748.17-002852.4,19,0
J001252.61-002245.1,30,0
J000831.29-001636.9,25,0
J001338.74+010515.0,55,0
J001831.66+000643.8,25,0
J002448.32-005637.9,33,0
J002338.04-004859.5,39,0
J002353.90-003200.8,50,0
J002030.67-002101.4,33,0
J002015.01-011015.7,28,0
J002416.66+001711.7,48,0
J002409.62+010941.0,21,0
J002539.35+000324.5,38,0
J002934.72-003117.5,35,0
J002909.19-000619.3,37,0
J002406.65-010111.9,25,0
J002329.89+005313.0,26,0
J002539.71+000234.3,45,0
J002836.47+000703.5,29,0
J003158.10+001924.3,33,0
J003905.63-004505.6,35,0
J004055.90-003238.6,22,0
J003012.28-001319.0,49,0
J003313.83+010503.3,65,0
J003800.57+010712.0,30,0
J004238.79+001714.2,23,0
J004409.34+010616.2,28,0
J005145.72+000241.5,34,0
J005025.88+001457.9,22,0
J005659.64-011554.3,30,0
J005631.89-002014.8,33,0
J005606.81-011456.9,44,0
J005601.06-011420.8,46,0
J005541.38+003736.8,42,0
J005725.89+004404.9,32,0
J005710.16+000304.4,32,0
J005804.75+002801.2,47,0
J005859.49+000125.9,27,0
J010110.62+010729.9,34,0
J010747.28-003052.5,30,0
J010545.88-004840.2,26,1
J010537.27-003456.9,27,0
J010415.75-002230.2,59,0
J010405.43-001805.2,42,0
J010640.96+001732.5,53,0
J010715.25+004624.3,38,0
J011832.48-001029.9,35,0
J011429.71-000750.6,26,0
J011042.08-011201.3,20,0
J010750.83+000128.3,40,0
J011529.47+004535.2,31,0
J011916.05-011040.2,44,0
J012057.69-003955.5,46,0
J012056.66-004100.0,51,0
J011830.23-011604.2,29,0
J011540.61-003833.4,49,0
J011523.96+003808.7,53,0
J011912.89+005059.9,30,0
J012709.15-001805.9,16,0
J012358.57+011315.8,35,0
J012527.55+001702.6,39,0
J012634.70+004826.3,35,0
J013505.40-004915.3,33,0
J013409.21-003202.4,23,1
J013339.42-001252.3,32,0
J013258.32-005436.7,26,0
J015222.12-002229.4,37,0
J020311.57-000535.3,26,0
J020050.85-010434.6,46,0
J015639.84+005202.3,43,0
J020929.73-005735.3,49,0
J020443.39-004838.2,39,0
J020853.23+002932.8,38,0
J021734.93-001603.4,25,0
J021400.26-000424.3,26,0
J021744.55+010257.7,32,0
J021920.88+001609.5,33,0
J023306.48-011556.5,42,0
J023306.91-010140.7,27,0
J023014.69+002611.5,29,0
J023207.10+000610.0,35,0
J024546.24-011550.6,26,0
J024507.79+010859.5,23,0
J024450.96+003135.9,20,0
J025237.78-010201.4,30,0
J031347.12-011600.7,0,2
J033147.91-011532.7,0,3
J033711.83+001600.5,30,0
J211709.14-003358.8,46,0
J034729.31+010223.5,43,0
J235221.64-000300.4,40,0
J234813.84-004244.6,12,0
J234525.71+002551.4,50,0
J234613.94+000518.7,35,0
J235027.08+011133.6,28,0
J000219.04-005640.6,33,0
J000109.14-010906.4,31,0
J000309.75-000410.6,29,0
J235740.94-003442.2,32,0
J235636.98+010408.4,22,0
J235809.26+003335.9,36,0
J235805.74+004356.3,23,0
J235952.70+004718.5,28,0
J235945.53+003824.6,22,0
J000004.80+004226.0,24,0
J000009.24+002958.0,28,0
J000025.71+003403.6,34,0
J001938.71-000917.0,30,0
J001453.23-004809.1,31,0
J001209.35-010044.3,39,0
J001155.35-011044.3,24,0
J000927.14-001750.3,38,0
J000858.53-003537.0,26,0
J001108.86+003924.0,31,0
J001312.94+004704.6,25,0
J001317.45+000235.9,53,0
J001426.01+000003.0,30,0
J001551.29+005823.1,43,0
J001945.02+000353.6,50,0
J002329.27-005643.1,27,0
J002010.80-002306.9,46,0
J001640.43-003250.8,37,0
J001743.41-005913.7,30,0
J001723.32+000335.1,40,0
J002046.93+004229.9,29,0
J002034.16+005343.9,22,0
J002123.61+002926.5,25,0
J002216.13+002334.1,35,0
J002240.22+004911.1,31,0
J003215.18-003930.7,4,3
J003037.97-001505.4,27,0
J003007.53-004059.5,19,1
J002937.57-001535.8,32,0
J002735.51-003054.8,9,0
J002809.74-010814.6,33,0
J002545.02-000927.0,50,0
J002639.02-004157.3,20,0
J002243.22+001304.0,52,0
J002315.70+003208.2,34,0
J002302.48+004738.8,27,0
J002626.84+003120.8,21,0
J002654.82+004107.3,29,0
J002858.23+000539.0,36,0
J002917.78+001500.6,24,0
J003107.66+000620.4,51,0
J013031.20-002028.0,27,0
J012434.25-003019.4,23,0
J012240.35+000250.7,23,0
J012202.64+005304.1,19,0
J012539.34+002958.2,28,0
J012555.38+011432.2,68,0
J012639.69+002730.9,27,0
J012548.32+003316.3,39,0
J012938.36+003509.2,33,0
J013129.80+003517.7,26,0
J013126.93+003418.4,22,0
J013111.03+003449.2,21,0
J013135.07+003155.5,31,0
J020251.01+000349.3,23,0
J015700.00-002414.8,25,0
J015529.97+010630.5,19,0
J015612.32+010234.1,28,0
J015546.47+005227.0,31,0
J015718.54+004927.3,33,0
J015743.61+004321.5,19,0
J015908.86+003830.4,36,0
J020022.25+002802.6,36,0
J021043.64-003929.7,24,0
J020819.87-001245.4,33,0
J020734.37-000746.3,39,0
J020652.68-004516.4,38,0
J020549.11-004210.3,32,0
J020429.74-005640.4,29,0
J020237.66-005750.7,29,0
J020207.98+003737.4,41,0
J020644.48+005056.2,37,1
J020709.45+001734.2,26,0
J020850.43+001330.5,49,0
J020839.05+003136.9,30,0
J020923.16+005326.7,37,0
J021125.06+002525.6,56,0
J021939.13-000157.1,49,0
J021642.90-002733.6,21,0
J021247.41-000911.9,31,0
J020952.33-001437.1,29,0
J021152.89+005225.2,40,0
J021110.48+002853.2,39,0
J021219.94+001730.7,37,0
J021443.47+003833.7,37,0
J021644.75+010410.5,0,0
J022359.94-010223.0,35,0
J022246.25-001344.2,52,0
J022135.08-002359.3,49,0
J022143.85-010523.7,51,0
J022533.66+003709.7,26,0
J023251.86-011257.0,27,0
J023411.22+000038.5,41,0
J023124.76-011122.0,31,0
J023210.64-002825.8,35,0
J022757.30-010826.2,9,0
J023204.44+003802.9,27,0
J023240.19+004742.0,27,0
J023818.99-010004.0,36,0
J023549.01-010621.0,27,0
J024004.88+010514.3,39,0
J024651.42-002908.4,26,0
J024300.00+001251.3,28,0
J024932.62+001437.8,35,0
J025208.08-000209.7,34,0
J025145.02+010829.0,32,0
J025702.81-011026.6,25,0
J025226.02-002148.4,20,0
J025234.93+010540.8,25,0
J025150.37+004408.3,36,0
J025305.11+004849.2,23,0
J025608.14+003537.8,30,0
J025640.90+004516.0,40,0
J030255.01+004603.2,26,0
J030356.84+003639.0,29,0
J030958.47-002001.4,24,0
J030915.71+001102.9,48,0
J165131.16+185818.7,54,0
J165351.59+204130.7,33,0
J165159.22+205734.4,44,0
J164135.42+213109.6,40,0
J163705.41+210716.3,46,0
J163848.65+225752.1,52,0
J163511.44+220604.8,49,0
J163806.45+235828.1,74,0
J163939.87+233231.7,58,0
J163633.57+240739.5,63,0
J162745.50+231819.2,4,1
J162344.30+243749.2,53,0
J163121.42+252232.7,0,4
J162233.17+235453.6,33,0
J162612.38+253659.9,57,0
J161935.66+241216.3,46,0
J161724.75+253300.8,54,2
J162514.79+261916.2,52,0
J162158.07+261354.0,41,0
J160450.40+281752.3,46,0
J160421.02+281705.2,27,0
J160041.44+290413.3,46,0
J160835.20+292841.6,47,2
J155725.10+303755.1,38,0
J154815.85+321630.0,51,0
J153957.64+315742.4,26,0
J074435.10+181939.5,57,0
J075429.91+202246.2,33,0
J084607.46+293753.6,13,0
J085431.21+290800.9,24,0
J085746.99+295219.1,33,0
J085723.24+311348.2,37,0
J085717.56+305109.2,45,0
J091822.74+325604.4,33,0
J093157.85+331240.7,35,0
J092959.32+340324.2,34,0
J094409.95+342056.8,34,0
J094552.41+344216.7,25,0
J094757.33+351329.9,30,0
J094836.13+364554.9,20,0
J095109.30+355614.2,38,0
J100354.66+361655.3,37,0
J095915.40+364610.0,23,0
J095815.88+364550.3,31,0
J095726.59+372804.1,20,0
J095750.85+371637.1,39,0
J100143.58+373631.0,27,0
J100317.17+371120.3,21,2
J101553.72+101247.4,29,0
J101004.87+110857.0,10,1
J101005.77+110307.3,30,0
J101725.45+115209.5,37,0
J102603.59+102550.4,34,0
